id;key;name;title;releasedate;popularity_spot;popularity;winrate;banrate;averageKDA;pentas/match;blurb;attack;defense;magic;difficulty;role;rangetype;tags;partype;hp;hpperlevel;mp;mpperlevel;movespeed;armor;armorperlevel;spellblock;spellblockperlevel;attackrange;hpregen;hpregenperlevel;mpregen;mpregenperlevel;attackdamage;attackdamageperlevel;attackspeed;attackspeedperlevel;spell1_name;spell1_description;spell1_cost;spell1_cooldown;spell2_name;spell2_description;spell2_cost;spell2_cooldown;spell3_name;spell3_description;spell3_cost;spell3_cooldown;ulti_name;ulti_description;ulti_cost;ulti_cooldown
Viktor;112;Viktor;the Machine Herald;29/12/2011;27;3.2%;50.8%;1.0%;5.9/5.6/5.4;0.0020;The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology...;2;4;10;9;Middle;Ranged;Mage;Mana;530;90;405;25;335;23;4;30;0.5;525;8;0.65;8;0.8;53;3;0.658;2.11;Siphon Power;Viktor blasts an enemy unit dealing magic damage, gaining a shield and empowering his next basic attack.<br><br>Augment: Siphon Power's shield is increased by 60% and Viktor gains bonus Movement Speed after casting.;45/50/55/60/65;9/8/7/6/5;Gravity Field;Viktor conjures a heavy gravitational field that slows enemies in its radius. Enemies who stay within the device for too long are stunned.<br><br>Augment: Enemies stunned by Gravity Field are dragged to the center.;65/65/65/65/65;17/16/15/14/13;Death Ray;Viktor uses his robotic arm to fire a chaos beam that cuts across the field in a line, dealing damage to all enemies in its path.<br><br>Augment: An explosion follows the Death Ray's wake, dealing magic damage.;70/80/90/100/110;12/11/10/9/8;Chaos Storm;Viktor conjures a singularity on the field which deals magic damage and interrupts enemy channels. The singularity then periodically does magic damage to all nearby enemies. Viktor can redirect the singularity.<br><br>Augment: The Chaos Storm moves 25% faster.;100/100/100;120/100/80
Vladimir;8;Vladimir;the Crimson Reaper;27/7/2010;33;8.9%;48.9%;16.3%;6.1/6.2/6.2;0.0008;A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...;2;6;8;7;Middle,Top;Ranged;Mage;Crimson Rush;537;96;2;0;330;23;3.3;30;0.5;450;7;0.6;0;0;55;3;0.658;2;Transfusion;Vladimir steals life from the target enemy. When Vladimir's resource is full, Transfusion will benefit from massively increased damage and healing for a brief time.;0/0/0/0/0;9/8/7/6/5;Sanguine Pool;Vladimir sinks into a pool of blood, becoming untargetable for 2 seconds. Additionally, enemies on the pool are slowed and Vladimir siphons life from them.;0/0/0/0/0;28/25/22/19/16;Tides of Blood;Vladimir pays his own health to charge up a reservoir of blood which, when released, deals damage in the area around him but can be blocked by enemy units.;0/0/0/0/0;13/11/9/7/5;Hemoplague;Vladimir infects an area with a virulent plague. Affected enemies take increased damage for the duration. After a few seconds, Hemoplague deals magic damage to infected enemies and heals Vladimir for each enemy Champion hit.;0/0/0;150/135/120
Volibear;106;Volibear;the Thunder's Roar;29/11/2011;61;8.3%;51.5%;6.2%;7.8/6.9/7.2;0.0002;The thunderous demigod known as the Thousand-Pierced Bear is the battle-spirit of the Freljord. Thousands of years of constant and bitter wars, fought in the coldest winters, have hardened Volibear into a truly indomitable force, hurling bolts of...;7;7;4;3;Top,Jungle;Melee;Fighter,Tank;Mana;584.48;86;270.4;30;345;35;3.5;32.1;1.25;125;8;0.65;8.092;0.65;68;3.3;0.658;2.67;Rolling Thunder;Volibear drops to all fours and runs faster. This bonus speed increases when chasing enemy champions. The first enemy he attacks is thrown backwards over Volibear.;40/40/40/40/40;12/11/10/9/8;Frenzy;Volibear's repeated attacks grant him additional Attack Speed. Once Volibear has repeatedly attacked three times, he can perform a vicious bite on his target which deals increased damage based on the target's missing Health.;35/35/35/35/35;18/18/18/18/18;Majestic Roar;Volibear lets out a powerful roar that damages, slows, and slightly knocks back enemies. Enemies who are airborne or dashing are dealt additional damage. Minions and monsters are feared as well.;60/65/70/75/80;11/11/11/11/11;Thunder Claws;Volibear erupts with chain lightning, damaging a number of nearby enemies. The power of the storm causes Volibear's attacks to blast his targets with lightning that bounces to other nearby enemies.;100/100/100;100/90/80
Warwick;19;Warwick;the Uncaged Wrath of Zaun;21/2/2009;113;6.1%;52.1%;2.6%;6.8/5.8/6.9;0.0009;Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...;9;5;3;3;Jungle,Top;Melee;Fighter,Tank;Mana;550;85;280;35;335;33;3.2;32.1;1.25;125;4;0.75;7.466;0.575;65;3;0.638;2.3;Jaws of the Beast;Warwick lunges forward and bites his target, dealing damage based on their maximum health and healing for damage dealt.;50/60/70/80/90;6/6/6/6/6;Blood Hunt;Warwick senses enemies below 50% health, gaining movement speed toward and attack speed against them. When they fall below 20% health, he frenzies and these bonuses triple.;70/70/70/70/70;120/105/90/75/60;Primal Howl;Warwick gains damage reduction for 2.5 seconds. At the end, or if re-activated, he howls, causing nearby enemies to flee for 1 second.;40/40/40/40/40;15/14/13/12/11;Infinite Duress;Warwick leaps in a direction (scaling with his bonus movement speed), suppressing the first champion he collides with for 1.5 seconds.;100/100/100;110/90/70
Xayah;498;Xayah;the Rebel;19/4/2017;122;3.5%;48.2%;0.5%;7.0/6.0/6.7;0.0021;Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...;10;6;1;5;Bottom;Ranged;Marksman;Mana;561;86;340;40;325;25;3;30;0.5;525;3.25;0.75;8.25;0.75;60;2.9;0.625;3.3;Double Daggers;Xayah throws two damaging daggers that also drop Feathers she can recall.;50/50/50/50/50;10/9/8/7/6;Deadly Plumage;Xayah creates a storm of blades that increase her basic attack speed and damage while granting her movement speed if she attacks a champion.;60/55/50/45/40;20/19/18/17/16;Bladecaller;Xayah calls back all her dropped Feathers dealing damage and rooting enemies.;40/40/40/40/40;12/11/10/9/8;Featherstorm;Xayah leaps into the air becoming untargetable and throwing out a fan of daggers, dropping Feathers she can recall.;100/100/100;160/145/130
Xerath;101;Xerath;the Magus Ascendant;5/10/2011;28;8.8%;51.3%;8.3%;5.6/5.6/10.2;0.0001;Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...;1;3;10;8;Middle,Support;Ranged;Mage;Mana;526;92;459;22;340;21.88;3.5;30;0.5;525;5.5;0.55;8;0.8;54.7;3;0.625;1.36;Arcanopulse;Fires a long-range beam of energy, dealing magic damage to all targets hit.;80/90/100/110/120;9/8/7/6/5;Eye of Destruction;Calls down a barrage of arcane energy, slowing and dealing magic damage to all enemies in an area. Targets in the middle receive additional damage and a stronger slow.;70/80/90/100/110;14/13/12/11/10;Shocking Orb;Deals magic damage to an enemy and stuns them.;60/65/70/75/80;13/12.5/12/11.5/11;Rite of the Arcane;Xerath immobilizes himself and gains numerous long-range barrages.;100/100/100;130/115/100
XinZhao;5;Xin Zhao;the Seneschal of Demacia;13/7/2010;86;4.6%;50.9%;1.3%;6.7/6.3/8.0;0.0004;Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...;8;6;3;2;Jungle;Melee;Fighter,Assassin;Mana;570;92;273.8;35;345;35;3.5;32.1;1.25;175;8;0.7;7.256;0.45;66;3;0.645;3.5;Three Talon Strike;Xin Zhao's next 3 standard attacks deal increased damage with the third attack knocking an opponent into the air.;30/30/30/30/30;7/6.5/6/5.5/5;Wind Becomes Lightning;Xin Zhao slashes in front of himself with his spear, then thrusts it forward, slowing affected enemies.;45/45/45/45/45;12/11/10/9/8;Audacious Charge;Xin Zhao charges to an enemy, dealing damage to all enemies in the area and slowing them briefly.;50/50/50/50/50;12/12/12/12/12;Crescent Guard;Xin Zhao deals damage to nearby enemies based on their current Health and knocks non-challenged targets back. Xin Zhao is impervious to damage dealt by champions outside of the circle created.;100/100/100;120/110/100
Yasuo;157;Yasuo;the Unforgiven;13/12/2013;9;15.1%;47.8%;21.7%;5.7/7.0/5.6;0.0004;An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master‚Äîunable to prove his innocence, he was forced to slay his own brother in self...;8;4;4;10;Top,Middle,Bottom;Melee;Fighter,Assassin;Flow;523;87;100;0;345;30;3.4;30;1.25;175;6.5;0.9;0;0;60;3.2;0.697;2.5;Steel Tempest;Thrusts forward, damaging all enemies in a line.<br><br>On hit, grants a stack of Gathering Storm for a few seconds. At 2 stacks, Steel Tempest fires a whirlwind that knocks <font color='#6655CC'>Airborne</font>.<br><br>Steel Tempest is treated as a basic attack and scales with all the same things.;0/0/0/0/0;4/4/4/4/4;Wind Wall;Creates a moving wall that blocks all enemy projectiles for 4 seconds.;0/0/0/0/0;26/24/22/20/18;Sweeping Blade;Dashes through target enemy, dealing magic damage. Each cast increases your next dash's base Damage, up to a max amount.<br><br>Cannot be re-cast on the same enemy for a few seconds.<br><br><font color='#99FF99'>If Steel Tempest is cast while dashing, it will strike as a circle.</font>;0/0/0/0/0;0.5/0.4/0.3/0.2/0.1;Last Breath;Blinks to an <factionIonia1>Airborne</factionIonia1> enemy champion, dealing physical damage and holding all <factionIonia1>Airborne</factionIonia1> enemies in the area in the air. Grants maximum Flow but resets all stacks of Gathering Storm.<br><br>For a moderate time afterwards, Yasuo's critical strikes gain significant Bonus Armor Penetration.;0/0/0;80/55/30
Yone;777;Yone;The Unforgotten;6/8/2020;4;18.4%;48.0%;15.1%;5.4/6.5/5.3;0.0006;In life, he was Yoneóhalf-brother of Yasuo, and renowned student of his village's sword school. But upon his death at the hands of his brother, he found himself hunted by a malevolent entity of the spirit realm, and was forced to slay it with its ownÖ;;;;8;Top,Middle;Melee;Assassin,Skirmisher;Flow;620;105;500;0.0;345;33;4.6;32;2.05;175;7.5;0.75;0.0;0.0;60;2.0;0.625;3.5;Mortal Steel;Thrusts forward, damaging all enemies in a line. On hit, grants a stack of Gathering Storm for a few seconds. At 2 stacks, Mortal Steel dashes Yone forward with a gust of wind knocking enemies Airborne. Mortal Steel is treated as a basic attack and scales with all the same things.;0;4?1.33/4?1.33/4?1.33/4?1.33/4?1.33;Spirit Cleave;Cleaves forward, damaging all enemies in a cone. Grants a shield to Yone, the value is increased by the number of champions hit by the swipe. Spirit Cleave's cooldown and cast time scale with attack speed.;0;14?6/14?6/14?6/14?6/14?6;Soul Unbound;Yone's spirit leaves his body behind, gaining Move Speed. When this skill ends, Yone's spirit is forced back to his body and he repeats a portion of the damage he dealt as a spirit.;0;22/19/16/13/10;Fate Sealed;Yone blinks behind the last champion in a line with a slash so powerful it pulls all enemies hit towards him.;0;120/100/80
Yorick;83;Yorick;Shepherd of Souls;22/6/2011;82;4.8%;51.7%;6.3%;4.5/5.3/4.4;0.0006;The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous...;6;6;4;6;Top;Melee;Fighter,Tank;Mana;580;100;300;40;340;39;4;32;1.25;175;8;0.8;7.5;0.75;62;5;0.625;2;Last Rites;Yorick deals bonus damage on his next attack and heals himself. If the target dies a grave will be dug.;25/25/25/25/25;7/6.25/5.5/4.75/4;Dark Procession;Yorick summons a destructible wall at target location that will block enemy movement.;70/70/70/70/70;20/18/16/14/12;Mourning Mist;Yorick throws a globule of Black Mist that damages, slows and marks enemies.;50/55/60/65/70;12/11/10/9/8;Eulogy of the Isles;Yorick summons the Maiden of the Mist that causes Yorick's attacks against the Maiden's target to deal bonus damage. The Maiden will also automatically raise Walkers from dead enemies.;100/100/100;160/130/100
Yuumi;350;Yuumi;the Magical Cat;14/5/2019;67;5.6%;48.7%;6.5%;1.4/3.8/15.8;0.0000;A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...;5;1;8;2;Support;Ranged;Support,Mage;Mana;480;70;400;45;330;25;3;25;0.3;500;7;0.55;10;0.4;55;3.1;0.625;1;Prowling Projectile;Yuumi fires a missile, dealing damage to the first target hit. It deals bonus damage and slows if it takes at least 1 second to get to its target.<br><br>While Attached, the missile can be controlled with your cursor.;90/90/90/90/90/90;13.5/12/10.5/9/7.5/6;You and Me!;Passively, Yuumi increases her ally's Adaptive Force and her own. Actively, Yuumi dashes to a target ally, becoming untargetable from everything except turrets.;0/0/0/0/0;0/0/0/0/0;Zoomies;Heals Yuumi and boosts Movement Speed and Attack Speed. If she's attached, she passes it to her ally instead.<br>;100/115/130/145/160;12/11/10/9/8;Final Chapter;Yuumi channels seven waves of damage, rooting anyone hit by three or more. Yuumi can move, attach, and cast Zoomies! while channeling.;100/100/100;130/110/90
Zac;154;Zac;the Secret Weapon;29/3/2013;70;5.4%;50.8%;2.9%;4.9/5.1/10.8;0.0002;Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...;3;7;7;8;Jungle,Top,Support;Melee;Tank,Fighter;None;615;95;0;0;340;33;3.5;32;1.25;175;8;0.5;0;0;60;3.4;0.736;1.6;Stretching Strikes;Zac stretches an arm, grabbing an enemy. Attacking a different enemy will cause him to throw both targets towards each other.;0/0/0/0/0;15/13.5/12/10.5/9;Unstable Matter;Zac explodes outward towards nearby enemies, dealing a percentage of their maximum health as magic damage.;0/0/0/0/0;5/5/5/5/5;Elastic Slingshot;Zac attaches his arms to the ground and stretches back, launching himself forward.;0/0/0/0/0;24/21/18/15/12;Let's Bounce!;Zac bounces four times, knocking up enemies hit and slowing them.;0/0/0;130/115/100
Zed;238;Zed;the Master of Shadows;13/11/2012;21;10.0%;48.8%;26.7%;8.3/6.2/5.6;0.0007;Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...;9;2;1;7;Middle,Jungle;Melee;Assassin;Energy;584;85;200;0;345;32;3.5;32.1;1.25;125;7;0.65;50;0;63;3.4;0.651;3.3;Razor Shuriken;Zed and his shadows throw their shurikens.<br><br>Each shuriken deals damage to every enemy hit.;75/70/65/60/55;6/6/6/6/6;Living Shadow;<font color='#FF9900'>Passive:</font> Zed gains energy whenever he and his shadows strike an enemy with the same ability. Energy can only be gained once per cast ability.<br><br><font color='#FF9900'>Active:</font> Zed's shadow dashes forward, remaining in place for a few seconds. Reactivating Living Shadow will cause Zed to switch positions with this shadow.;40/35/30/25/20;22/20/18/16/14;Shadow Slash;Zed and his shadows slash, dealing damage to nearby enemies.;50/50/50/50/50;5/4.5/4/3.5/3;Death Mark;Zed becomes untargetable and dashes to an enemy champion, marking them. After 3 seconds the mark triggers, repeating a portion of all the damage Zed dealt to the target while they were marked.;0/0/0;120/90/60
